"","X","word","counts","aveScore"
"765",1532,"cowboy",26,1.58088235294118
"766",1725,"shadow",26,1.91542
"767",1742,"almost",26,1.64488461538462
"768",1749,"sunset",26,1.23857692307692
"769",2146,"hate",26,1.81325806451613
"770",2535,"book",26,0.975321428571429
"771",2634,"sin",26,1.46085685483871
"772",2874,"trail",26,1.06531034482759
"773",3527,"car",26,1.50797347480106
"774",328,"early",25,1.02724390243902
"775",731,"fingers",25,0.710538461538462
"776",954,"amazing",25,1.49208
"777",1085,"tear",25,1.5024693877551
"778",1313,"blossom",25,1.82885714285714
"779",1333,"feet",25,1.50796153846154
"780",1344,"simple",25,0.72208
"781",1359,"school",25,1.5186
"782",1387,"el",25,1.61418352941176
"783",1473,"ii",25,1.13366666666667
"784",1475,"fight",25,2.5912380952381
"785",1635,"X5",25,0.052
"786",1690,"tender",25,1.59823636363636
"787",1784,"paper",25,2.13097222222222
"788",1981,"revolution",25,1.01468
"789",1993,"china",25,1.5361875
"790",2190,"ago",25,1.49051351351351
"791",2268,"fair",25,1.53478571428571
"792",2466,"venus",25,2.57304
"793",2763,"fell",25,1.59876923076923
"794",2869,"sure",25,1.11254838709677
"795",2967,"hour",25,1.32431578947368
"796",2988,"sex",25,3.49192857142857
"797",3348,"heartache",25,1.52015217391304
"798",3483,"father",25,1.44791428571429
"799",3554,"drop",25,1.74192753623188
"800",3612,"ein",25,1.48783888888889
"801",3807,"we.ll",25,1.36172
"802",4319,"strong",25,2.1456
"803",4384,"ways",25,1.74865284974093
"804",4569,"funky",25,2.46635714285714
"805",228,"disco",24,2.52588461538462
"806",271,"indian",24,1.25230952380952
"807",438,"middle",24,1.08308333333333
"808",582,"thrill",24,1.7589
"809",627,"flying",24,1.36391666666667
"810",628,"machine",24,1.24619230769231
"811",638,"met",24,1.49105240174672
"812",742,"chair",24,0.538541666666667
"813",746,"corner",24,1.845875
"814",750,"carolina",24,1.46616666666667
"815",751,"irish",24,1.120625
"816",909,"clock",24,2.05625
"817",928,"such",24,1.99938461538462
"818",993,"pink",24,2.16216
"819",1027,"mammy",24,1.44185185185185
"820",1073,"second",24,1.75478571428571
"821",1131,"married",24,0.836434782608696
"822",1208,"doesn.t",24,1.61220833333333
"823",1231,"swanee",24,1.15145833333333
"824",1311,"cherry",24,2.22745454545455
"825",1355,"shade",24,1.81193103448276
"826",1406,"bed",24,1.52534146341463
"827",1436,"love.s",24,1.63154545454545
"828",1612,"mississippi",24,1.00375
"829",1664,"dreamin",24,1.000109375
"830",1953,"since",24,1.41243243243243
"831",2003,"heartbreaker",24,1.41872
"832",2156,"flowers",24,2.2506
"833",2175,"begin",24,1.49122807017544
"834",2181,"purple",24,2.08854166666667
"835",2220,"mein",24,1.14441935483871
"836",2255,"them",24,2.43802919708029
"837",2319,"sue",24,2.04797435897436
"838",2532,"memory",24,1.81229166666667
"839",2551,"reach",24,1.93529268292683
"840",2611,"word",24,1.67773033707865
"841",2701,"half",24,1.70035714285714
"842",2785,"lane",24,2.13001818181818
"843",2858,"ooh",24,1.54086206896552
"844",2989,"breath",24,2.64716923076923
"845",3409,"return",24,2.27388461538462
"846",3426,"standing",24,1.3946
"847",3470,"hi",24,1.63760006333122
"848",4002,"skin",24,1.26282926829268
"849",4316,"sittin",24,1.65285
"850",4353,"ice",24,1.69514835164835
"851",4385,"penny",24,1.8417
"852",6027,"gloria",24,1.30125
"853",49,"twilight",23,1.38395652173913
"854",66,"most",23,1.84358
"855",177,"thought",23,0.871457142857143
"856",401,"gave",23,0.579954545454546
"857",694,"wouldn.t",23,1.19469565217391
"858",953,"jealousy",23,0.866260869565217
"859",998,"sand",23,1.87990243902439
"860",1136,"being",23,2.20904
"861",1303,"jealous",23,1.06832608695652
"862",1305,"cat",23,1.97733846153846
"863",1449,"teenage",23,2.17158620689655
"864",1461,"girlfriend",23,2.30473913043478
"865",1529,"bottom",23,1.3682962962963
"866",1539,"lot",23,1.86322388059701
"867",1602,"diamonds",23,2.04873913043478
"868",1656,"pie",23,1.79632530120482
"869",1900,"bang",23,2.8242380952381
"870",1957,"harlem",23,1.5432
"871",2101,"higher",23,2.42705
"872",2177,"between",23,1.07773913043478
"873",2323,"mighty",23,1.76069565217391
"874",2605,"guess",23,0.766347826086957
"875",3168,"small",23,1.39533333333333
"876",3462,"human",23,1.88888888888889
"877",3734,"happen",23,1.0164262295082
"878",4029,"talking",23,1.05917391304348
"879",4175,"baby.s",23,1.14695454545455
"880",4377,"hotel",23,2.86826086956522
"881",606,"flower",22,1.94074137931034
"882",652,"fashioned",22,0.946318181818182
"883",788,"chapel",22,1.97582608695652
"884",802,"set",22,2.01359420289855
"885",878,"bella",22,0.79045
"886",958,"blind",22,1.31956666666667
"887",975,"hole",22,1.85468852459016
"888",1210,"songs",22,2.27077272727273
"889",1291,"speak",22,1.88117857142857
"890",1342,"precious",22,1.55354545454545
"891",1538,"mambo",22,2.80368181818182
"892",1706,"outside",22,1.69882608695652
"893",1734,"laughing",22,1.13304545454545
"894",1764,"promise",22,1.71095555555556
"895",1861,"ai",22,1.48566357027464
"896",1983,"stuff",22,2.37831818181818
"897",2013,"tea",22,1.48524380165289
"898",2050,"jungle",22,1.1795652173913
"899",2083,"sweetest",22,1.83636363636364
"900",2278,"shot",22,1.7602
"901",2329,"happened",22,0.887954545454545
"902",2720,"jive",22,1.72626086956522
"903",2853,"parts",22,0.6645
"904",2922,"gee",22,1.2732
"905",3756,"jazz",22,0.628888888888889
"906",4081,"walked",22,1.33535
"907",26,"control",21,2.51654545454545
"908",59,"ghetto",21,2.05571428571429
"909",211,"wall",21,1.89356603773585
"910",283,"glass",21,2.7522962962963
"911",285,"says",21,1.75683333333333
"912",361,"blood",21,1.59356666666667
"913",523,"parade",21,1.47852380952381
"914",526,"spirit",21,2.19567857142857
"915",601,"cruel",21,2.21071428571429
"916",799,"rolling",21,2.98795
"917",854,"re",21,1.56666945914168
"918",973,"full",21,1.10089655172414
"919",987,"nine",21,1.55048387096774
"920",1101,"softly",21,3.1482
"921",1140,"unchained",21,2.95938095238095
"922",1144,"ragtime",21,1.20390476190476
"923",1273,"forgive",21,1.52328125
"924",1336,"pain",21,1.21453968253968
"925",1337,"jane",21,1.60207692307692
"926",1409,"dollar",21,1.28126923076923
"927",1512,"pop",21,2.00353623188406
"928",1571,"kentucky",21,1.27652380952381
"929",1584,"mystery",21,1.23919047619048
"930",1899,"beginning",21,1.47686363636364
"931",1921,"wasn.t",21,2.00947619047619
"932",1947,"heartbreak",21,1.46157446808511
"933",2200,"sam",21,1.03968382352941
"934",2665,"hollywood",21,0.95047619047619
"935",2749,"family",21,2.95780952380952
"936",2847,"stormy",21,1.73561904761905
"937",3002,"singing",21,1.52066666666667
"938",3505,"ship",21,0.972138888888889
"939",3587,"ta",21,1.54346003752345
"940",3654,"count",21,1.25934653465347
"941",3776,"silent",21,1.14404761904762
"942",3931,"rise",21,1.45066
"943",4148,"autumn",21,0.949909090909091
"944",4499,"wishing",21,1.81071428571429
"945",4663,"por",21,0.996133333333333
"946",5076,"f",21,1.60626556623485
"947",5121,"mercy",21,1.69747368421053
"948",5777,"downtown",21,1.95428571428571
"949",71,"runnin",20,1.487328125
"950",126,"careless",20,2.22780952380952
"951",235,"club",20,2.77930434782609
"952",248,"straight",20,1.25388
"953",291,"twenty",20,1.1023
"954",298,"imagine",20,1.73525
"955",312,"sos",20,2.05480952380952
"956",658,"kid",20,1.30706382978723
"957",703,"afraid",20,1.01726315789474
"958",718,"rainy",20,1.3583
"959",776,"wife",20,0.628772727272727
"960",841,"hai",20,1.38589696969697
"961",861,"ne",20,1.45392233218589
"962",1028,"mon",20,1.6608591160221
"963",1186,"bound",20,0.7401875
"964",1193,"means",20,0.7382
"965",1223,"susie",20,1.75983333333333
"966",1264,"dangerous",20,1.25345454545455
"967",1288,"taking",20,1.40425
"968",1562,"whispering",20,1.8243
"969",1563,"hope",20,1.56151724137931
"970",1581,"flame",20,1.99068
"971",1621,"france",20,0.927692307692308
"972",1905,"jingle",20,2.06773333333333
"973",1995,"gettin",20,1.53686274509804
"974",2060,"picture",20,1.3908275862069
"975",2291,"cradle",20,1.63725
"976",2354,"heartaches",20,1.4145
"977",2545,"laura",20,1.33095
"978",2563,"hang",20,1.33901716738197
"979",2748,"win",20,1.72018778280543
"980",2761,"samba",20,0.8365
"981",2825,"stairway",20,1.497
"982",2908,"beyond",20,1.2882
"983",2970,"remind",20,2.18964
"984",3438,"faith",20,1.95417073170732
"985",3566,"motion",20,2.67474545454545
"986",3678,"nowhere",20,1.46105
"987",3724,"virginia",20,0.8242
"988",4407,"park",20,1.97741379310345
"989",5290,"beach",20,1.01152380952381
"990",5767,"silence",20,2.52633333333333
