"word" "instances" "U.S" "Eng" "Eur" "Row"
"1707" "sara" "3" 7.47636617356872e-06 -1.9057762386665e-05 -1.81707467857066e-05 0
"1708" "storm" "2" -7.97948817642491e-07 -2.22502821943718e-05 0 0
"1709" "der" "1" -1.99121613402721e-06 6.76825432741307e-06 0 0
"1710" "kommissar" "1" -2.41248580018112e-05 -1.86982754543068e-05 4.77571628365981e-05 0
"1711" "pearls" "2" -1.08931815541529e-05 -1.90632092994984e-05 -5.44068765463271e-06 -1.18270436226782e-05
"1712" "japanese" "2" -5.47482679163396e-06 1.89335093527978e-05 0 0
"1713" "wipe" "1" 1.56490429170258e-05 1.20440828305541e-06 0 -1.1826377810502e-05
"1714" "human" "4" -8.61409688732743e-06 -1.69603687159317e-05 -1.50578417542015e-05 -1.21730087265024e-05
"1715" "bus" "2" 1.29430413039538e-06 3.34697406126919e-06 -1.84350474281337e-05 0
"1716" "he" "6" -4.05709885636055e-06 0 0 0
"1717" "te" "3" -1.59693316322823e-05 -1.83708429955319e-05 -1.77788730446699e-05 7.51555197346584e-06
"1718" "partiro" "1" 0 3.55452339445102e-07 2.92607869620081e-05 4.93541477707171e-06
"1719" "soley" "2" -2.6360632001641e-05 2.21616047017806e-06 1.60364831168319e-05 -9.62298165081393e-06
"1720" "unwritten" "1" 1.54168728120208e-06 -1.76450781464429e-05 9.85671309004301e-07 -1.15270224242758e-05
"1721" "snoopy" "1" 9.66232212814009e-06 2.50386191170223e-05 -8.03521105303648e-06 0
"1722" "vs" "1" 9.66214587915012e-06 2.50381623912714e-05 -8.03506448393917e-06 0
"1723" "baron" "1" 9.6619696365899e-06 2.50377056821823e-05 -8.03491792018884e-06 0
"1724" "scene" "1" -4.86286539584946e-06 -8.91918171962927e-07 -1.57978593833347e-05 5.21127296884209e-06
"1725" "race" "3" 0 -2.7103564653339e-06 3.02077062574412e-07 -1.17398730574283e-05
"1726" "unfaithful" "1" -2.28041266599055e-06 -1.146838339581e-05 1.10804181290066e-05 0
"1727" "written" "1" -4.28457326225295e-06 -1.38644221558937e-06 -1.38801232110499e-05 0
"1728" "punk" "1" 0 2.29983008153368e-05 -7.71271526026936e-06 5.17961727152234e-06
"1729" "rocker" "1" 0 2.29978814061855e-05 -7.71257460712337e-06 5.17952281328816e-06
"1730" "stumblin" "1" -2.41041683981186e-06 7.76105268036757e-06 3.4844361945248e-07 -9.98844883729079e-06
"1731" "spend" "2" -2.00902232762464e-05 -6.03300733506295e-06 -1.7945002384835e-05 0
"1732" "knows" "2" 4.97168066343797e-06 7.17557341224165e-07 -1.27100101952407e-05 0
"1733" "itchycoo" "1" 5.96224394849915e-06 3.89409350988306e-05 -1.11829486915123e-05 0
"1734" "barbara" "1" 1.20814345667995e-05 -6.03256730681197e-06 1.09493570971592e-06 0
"1735" "ann" "1" -1.48231241810492e-05 -1.18253647448275e-05 0 -1.14207164037197e-05
"1736" "changes" "2" -2.32497651589659e-05 -3.99498532581676e-06 -5.46300041324999e-06 -1.16963662590937e-05
"1737" "elmo.s" "1" -4.51758638684529e-06 1.76083919071859e-05 6.23072649276091e-06 0
"1738" "jezebel" "1" 4.50886568435486e-06 -1.73922635655042e-05 -1.78894244032866e-05 -1.18186316233735e-05
"1739" "erotica" "1" -1.44541653842789e-05 -1.64663233991012e-05 2.31571984853194e-05 3.47114963083594e-05
"1740" "meadow" "1" 1.37157155664698e-05 0 0 -1.17568574983775e-05
"1741" "cambodia" "1" -2.63241367282623e-05 -7.39772909104399e-06 4.0529080055863e-05 0
"1742" "ebb" "1" -6.06104671967322e-06 -3.31950690873379e-06 -1.79176156411871e-05 -1.13577107696933e-05
"1743" "mirror" "2" -2.33081575419277e-05 1.11758825182176e-05 -1.49317083892045e-06 0
"1744" "gate" "1" -2.63160844698774e-05 3.22117882702603e-05 9.28429606586831e-06 0
"1745" "front" "1" -1.45988152760064e-05 -1.76187239806929e-05 -1.56111052107939e-05 -4.48699567107195e-06
"1746" "teeth" "1" 1.32611082485503e-05 0 -1.78647752034093e-05 0
"1747" "waka" "2" -1.73463141284295e-05 -1.84461055447168e-05 5.09597517764686e-06 0
"1748" "nation" "3" -1.10574306942625e-05 -3.99353022280244e-06 -1.06339135465227e-05 0
"1749" "army" "3" -2.05207141562131e-05 -1.80813162744359e-05 -1.77079743845612e-06 1.37266267603187e-05
"1750" "april" "3" -2.61041876117997e-06 0 0 -1.11082985686493e-05
"1751" "noon" "1" 6.86953595757942e-06 -1.08239418039159e-05 -1.79817118818053e-05 0
"1752" "forsake" "1" 6.86941087498733e-06 -1.0823744718304e-05 -1.79813844653471e-05 0
"1753" "buffalo" "1" 4.30935882871592e-07 -1.29799156177898e-05 8.66163821224655e-06 1.12414358322108e-05
"1754" "stance" "1" -2.44393179272589e-05 9.04932357620108e-06 0 0
"1755" "co" "2" -2.62204871116628e-05 -1.80784150018642e-05 6.04625434815806e-06 -1.11604443955468e-05
"1756" "imagination" "2" -5.00063020668467e-06 -1.80777589647411e-05 0 0
"1757" "luka" "1" 1.0828165221784e-06 -9.14960598802148e-06 -1.11800116271731e-06 -1.12209344657835e-05
"1758" "side" "5" -2.31646041224829e-05 -6.00083538127008e-06 5.07909612246987e-06 0
"1759" "jessie.s" "1" 2.14100049288161e-05 3.91507042057554e-06 -1.66029433995133e-05 0
"1760" "milord" "1" -2.03371042737623e-05 -9.36818577449028e-06 5.02437236383531e-06 0
"1761" "richard" "2" -1.50830245492557e-05 -4.84327355465828e-06 0 0
"1762" "her" "12" -1.71401638984398e-05 -1.29214254969748e-05 -1.86975028530997e-06 0
"1763" "standing" "2" -4.91200277490287e-06 2.24321452647736e-06 -1.74655839294158e-05 0
"1764" "heartaches" "2" -2.37112069885166e-06 -3.05749687494759e-06 -1.4393517157217e-05 0
"1765" "emotional" "2" -1.50733884564328e-06 -1.3451215674842e-05 -8.27541969316427e-06 0
"1766" "bed" "2" -1.49611198263835e-05 -1.81916379226849e-05 -1.18726137721243e-05 -1.17497700895526e-05
"1767" "gloria" "1" -1.04737298534469e-06 1.31949588591602e-05 -1.74045627137246e-05 -1.08371174813594e-05
"1768" "pressure" "1" -5.62340880265532e-06 1.42229679735301e-05 4.69893582185823e-06 0
"1769" "use" "2" -1.27268822454193e-05 -1.45595450262448e-05 -1.7795078346175e-05 -1.16817647504663e-05
"1770" "sail" "2" -8.44415177920247e-06 0 -1.77892966712848e-05 0
"1771" "along" "4" -1.73023766298838e-06 0 0 0
"1772" "silvery" "1" -1.63949815358304e-05 -1.17158646976425e-05 -9.49399641418525e-07 0
"1773" "beep" "1" -1.16316615939029e-05 -1.08258630829979e-06 9.3713478052431e-06 0
"1774" "pride" "2" -2.0025068073879e-05 -5.55765184600236e-06 5.37980320052491e-06 0
"1775" "slippin" "1" 1.5354240688383e-05 0 -1.7869903507124e-05 0
"1776" "spare" "2" 9.53842835428063e-07 0 0 -1.15264524772568e-05
"1777" "dime" "2" 9.53808406261847e-07 0 0 -1.15260364274281e-05
"1778" "sowing" "1" -4.8618618873364e-06 -6.88771516930112e-06 4.99934571210424e-06 2.17166040026419e-05
"1779" "seeds" "1" -4.86177414551822e-06 -6.88759086699347e-06 4.99925548912122e-06 2.17162120839976e-05
"1780" "marie.s" "1" -5.99340078177633e-06 1.67396049133416e-05 -1.06043653570947e-05 0
"1781" "latest" "1" -5.99329262302691e-06 1.67393028252953e-05 -1.06041739874638e-05 0
"1782" "hunk" "1" 4.88087755068249e-06 -6.54239290915369e-06 -1.32125870652496e-05 0
"1783" "between" "1" 8.14123612418471e-06 2.71895360869648e-05 -1.51073437097815e-05 0
"1784" "lovers" "3" -1.37904032927309e-05 -1.79162258535538e-05 -8.65804816256262e-06 -6.96677648164005e-06
"1785" "rocket" "1" -1.72391819691934e-06 -1.17112141189414e-05 0 0
"1786" "somewhere" "4" -1.58047837460121e-05 -1.63076820023971e-05 -1.54381990845634e-05 -1.92321949285321e-06
"1787" "guy.s" "1" 2.24330447965757e-05 3.63160782502731e-05 -1.75244677041003e-05 0
"1788" "domino" "2" -7.75008282251779e-06 -4.56257533468652e-06 0 0
"1789" "poke" "1" 1.53411613695729e-05 -1.17093126734394e-05 0 0
"1790" "shines" "1" -1.72591832866889e-05 1.01378325058724e-05 2.51097716098371e-05 0
"1791" "tv" "1" -1.72588719401636e-05 1.01376496247434e-05 2.51093186428564e-05 0
"1792" "rich" "4" -6.48232252346368e-07 -1.85292868206652e-05 0 -5.9618301471891e-06
"1793" "lucille" "2" -2.20484591695379e-06 -1.42633777227629e-05 0 0
"1794" "mahogany" "1" 1.37588347875342e-05 -7.66899814088237e-06 -9.67208536756971e-06 -1.14276579084471e-05
"1795" "semi" "1" 3.24326675761566e-06 -1.12931500901763e-05 0 2.85354599629079e-05
"1796" "charmed" "1" 3.24320826346355e-06 -1.1292946411821e-05 0 2.85349453097325e-05
"1797" "harbour" "1" 2.0034580449089e-05 0 0 -1.05767955582079e-05
"1798" "edge" "3" -7.45602025507199e-06 -1.38272788957938e-05 -1.43177631862446e-05 0
"1799" "japan" "1" -5.2610820662059e-06 1.81943192538183e-05 0 0
"1800" "dirtbag" "1" -2.31416449466169e-05 9.55513101772702e-06 9.96719538953176e-06 -1.16682829554247e-05
"1801" "lovely" "5" -1.10821182593337e-05 -1.17034010117939e-05 0 0
"1802" "daughter" "3" -2.04571549321623e-05 -1.37069372387739e-06 0 0
"1803" "land" "5" -7.36312290606515e-06 -1.1397022441782e-05 0 0
"1804" "float" "1" -3.1764865624139e-07 1.63756762800415e-05 -1.28851153078643e-05 -1.09352692582811e-05
"1805" "cream" "1" 1.43381622077092e-06 -1.81237630304335e-05 3.56906509151999e-07 2.95189354414046e-05
"1806" "tight" "3" 2.30728481433386e-07 6.38283327557499e-06 -1.72899983749842e-05 0
"1807" "alejandro" "1" -7.47942724470533e-06 -1.40184800728736e-05 -6.76761725028512e-06 0
"1808" "annie.s" "1" 1.31441520271229e-05 2.39880449603358e-05 -1.49215353098408e-05 0
"1809" "bump" "6" -6.65074197191474e-06 -7.94491332471914e-06 -1.20942630530297e-05 0
"1810" "he.s" "6" -6.31600702632625e-06 -1.39120364190453e-05 -1.03517427281683e-05 0
"1811" "dirrty" "1" -2.02126454209438e-05 2.2751320662987e-06 5.63733704636349e-06 -1.00969062567931e-05
"1812" "message" "3" 4.16230108407894e-06 -6.54312029952801e-06 -9.4812688957274e-06 0
"1813" "superman" "2" -1.97018838923751e-06 -1.12370125425864e-05 -1.31719409963085e-05 -1.1519624513088e-05
"1814" "country" "4" -7.62725348842675e-06 -1.75656044132705e-05 -1.54844720023525e-05 0
"1815" "ugly" "1" 8.89185398703904e-06 1.41567385396422e-05 -1.06326327503483e-05 -1.13671524041445e-05
"1816" "midnight" "6" 0 -1.68281478707022e-05 -2.84735966232223e-06 3.41205404602595e-05
"1817" "honestly" "1" 1.80537558558889e-05 2.16172143611369e-05 -1.73294324023592e-05 0
"1818" "whatta" "1" 3.43529675420486e-06 -1.38935398189128e-05 -1.30440533841659e-05 4.16958154598541e-06
"1819" "story" "6" -1.43416658279159e-05 2.15048181580196e-06 -1.77973094374829e-05 0
"1820" "roxanne" "1" 8.77779536308272e-06 -6.5474019101962e-06 -5.66303996447961e-06 -1.16365973328971e-05
"1821" "bang" "5" 0 3.90202789314711e-06 3.23850350783561e-06 0
"1822" "X3" "4" 0 0 0 0
"1823" "hang" "1" 4.25451286616526e-07 0 0 -8.96833311590266e-06
"1824" "sloopy" "1" 2.07108935158393e-05 -1.7161533914033e-05 -1.00305930351461e-05 -1.15407791472524e-05
"1825" "timin" "1" -9.43529182421064e-06 1.14683326794325e-05 -1.05626196395414e-05 0
"1826" "passion" "1" -1.96855931485756e-06 6.66800626610223e-06 3.68216475259205e-06 0
"1827" "jersey" "1" 7.52355021982992e-06 0 -1.77841943630713e-05 -1.11769847866544e-05
"1828" "bounce" "1" 7.5234149868749e-06 0 -1.77838746989386e-05 -1.11767838846019e-05
"1829" "dreadlock" "1" -1.43562527467969e-05 1.40837416222272e-05 1.30364931807084e-05 0
"1830" "ago" "1" 1.93401720411709e-05 0 0 0
"1831" "saturday" "5" 3.98478652358496e-06 -1.45686065114957e-05 0 0
"1832" "friday" "3" -8.45612181346965e-06 -1.73825327772427e-05 -2.38564253013269e-07 5.2853886596016e-06
"1833" "tgif" "1" -2.25804962339519e-06 -3.8169269982354e-06 -1.53724551095187e-05 0
"1834" "battlefield" "2" -9.10834878033327e-06 -1.43199037090729e-05 -1.32396837007514e-05 0
"1835" "mexico" "3" -2.59651325277242e-05 -1.16626050259477e-05 6.46948461947053e-06 0
"1836" "burnin" "1" 5.08868941424378e-07 -1.27867600290405e-05 0 0
"1837" "myself" "6" 0 -1.83854325135261e-05 1.53475882846149e-05 -1.15331083759076e-05
"1838" "marriage" "1" -4.27049724086324e-06 -1.62370821719276e-05 -1.27827343203921e-05 -1.14724105843099e-05
"1839" "mash" "1" 1.20913468074378e-05 -8.22803440653611e-06 0 0
"1840" "cantaloop" "1" -2.16235710447982e-06 -1.82262782826633e-05 1.48996398430621e-06 7.12806938145884e-06
"1841" "flip" "1" -2.16231826346271e-06 -1.8225950895857e-05 1.48993722105027e-06 7.12794134457528e-06
"1842" "fantasia" "1" -2.16227942384093e-06 -1.82256235208117e-05 1.48991045875579e-06 7.12781331229133e-06
"1843" "catch" "2" 5.60527888456686e-06 -1.2955090205865e-05 -1.76586046824901e-05 0
"1844" "suga" "2" 3.46920373458037e-06 -1.46000916035452e-05 -1.71288193553747e-05 0
"1845" "lips" "3" -8.51679229823313e-06 0 0 -1.01982605140582e-05
"1846" "mission" "1" -1.24244192096393e-05 -1.37953774395454e-05 5.20680368207736e-06 1.13583077632452e-05
"1847" "impossible" "2" -4.29095442094299e-06 -1.77529442252864e-05 0 0
"1848" "slippy" "1" -1.84551194623971e-05 -5.70716197727598e-06 4.39248860789898e-06 1.8250530524906e-05
"1849" "ones" "2" -2.41035428914306e-05 -1.62271712029526e-05 6.98713308486577e-06 6.21729699509755e-06
"1850" "tailfeather" "1" -6.5632983691589e-07 -1.3024020214261e-05 -1.02333773155921e-05 -1.15861073104848e-05
"1851" "jeannie" "1" 1.33887963344183e-06 3.12738944335245e-06 -9.46499634802883e-06 -1.02861916038132e-05
"1852" "g6" "1" -4.05031068374925e-06 -3.16842604650898e-06 -1.75369813552559e-05 0
"1853" "kid" "2" -1.13223642562388e-05 -1.45793002367624e-05 -1.14903447659723e-05 0
"1854" "tossing" "1" 3.35203714484373e-05 -1.42635930708524e-05 0 0
"1855" "turning" "2" -5.23671820971033e-06 1.81100621033393e-05 0 0
"1856" "ramblin" "2" 1.58708784492761e-05 -1.02992127275266e-05 0 0
"1857" "X1999" "1" 0 0 0 0
"1858" "wrecking" "1" 4.90474493738363e-06 -7.91282850917464e-06 -1.13396498399008e-05 0
"1859" "ball" "3" 4.91438959286801e-06 -5.41501458387951e-07 -1.74620800629218e-05 0
"1860" "hurdy" "1" 4.14560305664057e-06 4.63379177904446e-06 -5.47582468025156e-06 -1.1096510201885e-05
"1861" "gurdy" "1" 4.14552867470034e-06 4.63370863784198e-06 -5.47572643098396e-06 -1.10963111042031e-05
"1862" "tortura" "1" -8.98321973518288e-06 0 1.70428579303883e-05 4.55212361134104e-06
"1863" "sacrifice" "2" -1.26812965223495e-05 -1.8115591504959e-05 -1.36550010949908e-05 3.91759510124521e-06
"1864" "dear" "3" -2.71663818681451e-06 0 0 -1.13669728215992e-05
"1865" "gentle" "1" -8.41973544552803e-06 8.91668696469866e-06 0 0
"1866" "people" "16" -2.41804221172428e-05 -1.83903441993235e-05 -7.02512163831801e-06 2.42694230567485e-05
"1867" "move" "10" -2.41139844400075e-05 -1.71190670570516e-05 -1.03749130077893e-05 2.05506988122857e-05
"1868" "cable" "1" 3.18616290250447e-07 -1.4618416898367e-05 -1.54721001819137e-05 2.11843314867317e-05
"1869" "sleeping" "2" -2.41293867629309e-05 -1.80017974461787e-05 9.36326034359057e-06 7.50775126209044e-06
"1870" "satellite" "1" -2.01044593528941e-05 5.49363722452926e-06 7.20646797622282e-06 5.45477090282516e-06
"1871" "hungry" "3" -1.10362281231328e-05 -1.42949169556794e-05 -8.38713482843226e-06 0
"1872" "wolf" "2" -7.15641137540576e-06 -1.67738411382368e-05 2.30408806956211e-06 -1.08462670431274e-05
"1873" "island" "2" -2.29344584545106e-05 -8.9446412258541e-06 -1.23962999034662e-05 0
"1874" "scatman.s" "1" 0 -1.77999555507807e-05 4.72000880372014e-05 -6.9215644365646e-06
"1875" "rumors" "2" -1.20976148502512e-05 -7.68402954175505e-06 -9.34378204001171e-06 0
"1876" "flying" "1" 1.65966978766341e-05 0 0 -1.15089191159051e-05
"1877" "caribbean" "1" 5.63388673757765e-07 1.61688419981714e-05 -9.32271510595225e-06 0
"1878" "works" "1" 1.19778696373387e-06 -1.41619830657214e-05 1.21512120004871e-05 0
"1879" "lion" "3" -8.77184823945195e-08 -8.43630987205972e-06 0 -1.16585772154035e-05
"1880" "glad" "2" -1.07435172046094e-05 -1.36261087624412e-06 -1.36415399346053e-05 0
"1881" "earl" "1" -1.04031572571312e-05 -1.82056604108172e-05 -5.19594105511789e-06 -1.12950100098868e-05
"1882" "jeans" "1" -1.12764856955864e-05 7.45607884772795e-06 9.75254468472919e-06 0
"1883" "rattle" "1" 1.08059994011881e-05 -1.67672276773317e-05 -1.75240196325466e-05 0
"1884" "urgent" "1" 6.07745942278504e-07 1.81910446260163e-05 -8.95957019091939e-06 0
"1885" "perogative" "2" 0 -5.92878492240748e-06 8.44198607299169e-06 -8.940529065348e-06
"1886" "working" "1" 1.02600223468405e-05 2.06069850536378e-06 -6.58397440397606e-06 0
"1887" "insomnia" "1" -1.72890825563599e-05 -1.27745313175514e-05 3.19229755778399e-05 0
"1888" "strong" "3" -2.4162588494368e-05 -1.79892177991548e-05 -1.12480138748598e-06 1.43507209648695e-05
"1889" "list" "1" -7.2014689694938e-06 -1.39969480766811e-05 -1.06146360335303e-05 0
"1890" "carnival" "1" -2.5889307660712e-05 3.91634812182016e-05 -1.1439104084314e-05 0
"1891" "jaded" "1" -1.43926125280999e-05 -1.79455740806621e-05 -8.56715086939086e-06 6.40589841588735e-05
"1892" "highway" "2" -7.40117038449126e-06 -1.47487846951366e-05 -6.12615252439384e-06 0
"1893" "lucy" "1" 9.48366587995686e-06 1.02247756714199e-05 -1.73182148383792e-05 -1.13504785846893e-05
"1894" "carpet" "1" 2.12903417574523e-05 7.51446695837061e-06 -1.75333738769376e-05 -1.15915701926315e-05
"1895" "breathless" "1" -2.12039126465865e-05 -8.20548296243242e-06 8.31864688391881e-06 3.36204671666399e-05
"1896" "ends" "1" 6.41291557192065e-06 -1.76138948796838e-05 -1.73616185331465e-05 0
"1897" "fading" "1" -1.15315771198126e-05 -1.7900980900571e-05 1.94544605861862e-05 2.09202997808737e-05
"1898" "distance" "1" 1.72509998602768e-06 -1.73258675262046e-05 -1.29817967323172e-05 3.48828687315658e-05
"1899" "gypsies" "1" 2.23656468290631e-05 8.90231319695631e-06 -1.22234003343377e-05 0
"1900" "tramps" "1" 2.23652462407476e-05 8.90215374873313e-06 -1.22231814025363e-05 0
"1901" "thieves" "2" -9.01177308367627e-06 -1.74888410168304e-05 -1.87001279010984e-06 3.38550865934821e-05
"1902" "bent" "1" 3.15945185022566e-06 -1.1624798425971e-05 -1.71813068834535e-05 -1.05032969161987e-05
"1903" "heavy" "1" 8.79723783896647e-06 3.11586572163472e-05 -9.55447069764503e-06 0
"1904" "maybellene" "1" 2.12623827278994e-05 0 0 -1.16186100089586e-05
"1905" "belfast" "2" 0 2.05936995101658e-06 1.42232949500064e-05 0
"1906" "moscow" "2" -2.41491746901144e-05 -1.67546164496952e-05 4.14473971852297e-06 -1.09242908292464e-05
"1907" "belle" "1" -7.99226344390656e-07 8.61307072944292e-06 -2.60700195672552e-06 -2.67227747688797e-05
"1908" "amie" "1" -7.99212032623154e-07 8.61291649495525e-06 -2.60695527307183e-06 -2.6722296243438e-05
"1909" "weaver" "1" 7.06137884945032e-06 5.70536584738811e-06 -1.56995600550502e-05 -1.10742555838778e-05
"1910" "having" "1" 1.00909111891912e-05 7.0734257355635e-06 -7.59780228135449e-06 0
"1911" "rhonda" "1" 2.582243844915e-05 -1.10816348415218e-06 -1.51315732665633e-05 0
"1912" "ooops" "1" -1.9876983386488e-05 -1.36742620494096e-05 2.50350100084374e-05 -1.09832172280159e-05
"1913" "caldonia" "1" 1.89175979760415e-05 0 0 0
"1914" "bright" "2" -2.28659842884898e-05 -5.9234773372517e-06 5.0136204150972e-06 0
"1915" "elmer.s" "1" 5.98205523998061e-06 0 -1.76975786424866e-05 -1.13741206533773e-05
"1916" "tune" "2" 1.07894140698438e-05 -1.39322077974219e-05 -1.29302016361702e-05 0
"1917" "has" "6" -4.62784756941805e-06 -4.78015771712801e-06 0 0
"1918" "mouth" "1" -9.48468436945834e-06 1.58789869718288e-05 0 -9.62363565342923e-06
"1919" "learn" "5" -1.57569763368107e-05 -1.81268453907596e-05 -1.30550703759549e-05 6.43957408025743e-06
"1920" "find" "3" -2.12512330474056e-05 -1.38935325784045e-05 8.47250545065571e-06 0
"1921" "rains" "2" -2.39284751361577e-05 7.19953360167091e-06 -1.71686997966502e-05 0
"1922" "southern" "2" 6.1349419049735e-06 2.98775002064893e-06 -1.25773938914982e-05 0
"1923" "cheatin" "1" 1.66518176573595e-05 -1.75978189184307e-05 0 0
"1924" "flat" "2" 4.69573152998316e-06 0 0 -1.16094616608547e-05
"1925" "illusion" "1" -2.29759281542899e-05 -1.74325492670379e-06 2.54130012284338e-05 0
"1926" "chickery" "1" 1.13397337733254e-05 0 0 -1.1518659337165e-05
"1927" "making" "4" -2.41508137032194e-06 -1.35826901473075e-05 0 -1.16383420625076e-05
"1928" "firestarter" "1" -9.95849639002287e-06 -5.80345537718843e-06 1.00265518045467e-05 0
"1929" "wars" "1" 8.4333926294624e-06 -1.36024595192993e-06 -1.50498446137792e-05 -1.02521429458178e-05
"1930" "cantina" "1" 8.43324173676908e-06 -1.36022161401703e-06 -1.50495753376186e-05 -1.02519595115193e-05
"1931" "cecilia" "1" 1.67260058882347e-05 -1.0635702705789e-05 1.02886144847827e-06 0
"1932" "pieces" "4" 1.17483051575312e-05 1.11681128414161e-05 -1.75477189908361e-05 0
"1933" "goldfinger" "1" 1.5508176202734e-05 -9.71890272558069e-06 -7.04890769949397e-06 0
"1934" "yakety" "1" 1.92234812398211e-05 -1.10446351913971e-05 0 0
"1935" "yak" "1" -7.57940202361265e-06 -1.82131203091018e-05 0 1.37553402018544e-05
"1936" "pleasant" "1" 1.717285035217e-05 1.34973353170403e-05 -1.22784363547104e-05 0
"1937" "valley" "3" 4.31617932726993e-06 0 0 0
"1938" "leilani" "1" 8.02004662092051e-06 0 -1.76107799538601e-05 0
"1939" "beauty" "1" 1.08963783247022e-05 -1.76849885485395e-05 -1.31296455189906e-05 -1.02490254552072e-05
"1940" "beast" "1" 1.08961834228415e-05 -1.7684672219841e-05 -1.31294106710195e-05 -1.02488421324488e-05
"1941" "worth" "3" -1.18980030734932e-05 -1.80595371796083e-05 -8.35447194141213e-06 -1.04892073567511e-05
"1942" "jamaica" "1" 0 -3.27291078751335e-06 3.64457276178888e-05 0
"1943" "fade" "1" -2.29747051388149e-05 -1.07478645380085e-05 3.26307893735889e-05 0
"1944" "grey" "1" -2.29742942378592e-05 -1.07476723132211e-05 3.26302057742582e-05 0
"1945" "holding" "2" -1.0292368642565e-05 -1.57075874766478e-05 0 4.50735784138337e-06
"1946" "julie" "1" 0 -1.83643935536875e-05 2.79323308854929e-05 0
"1947" "free" "13" -1.17308917050687e-05 -1.48130214722141e-05 -1.52844909964182e-05 0
"1948" "ecology" "1" 3.42871463455273e-05 -1.78654605416156e-05 -1.5672898306655e-05 -1.13865294356493e-05
"1949" "horses" "1" -1.68749204833935e-05 -7.78525221102594e-06 1.75631088269544e-05 0
"1950" "scar" "1" 1.06838449753869e-05 9.6425037595975e-06 0 0
"1951" "tissue" "1" -7.70662327256968e-06 -1.79734443895404e-05 -9.17631524991892e-06 3.00866996330611e-05
"1952" "quick" "1" -1.99257573097508e-05 -1.22506685067033e-05 2.96282831002131e-06 0
"1953" "rocked" "1" -1.31333387805881e-05 -1.15675912606276e-05 1.34560244574499e-05 9.50063298013416e-06
"1954" "ra" "3" -7.54513784894818e-06 -1.73764916688977e-05 -1.53177649009836e-05 0
"1955" "loo" "3" -6.68960581418234e-06 -1.03464569677053e-05 -1.2221963114548e-05 0
"1956" "ding" "3" -1.6825177110518e-05 5.46693979014219e-06 -1.19587904985604e-05 0
"1957" "ling" "1" 1.24979874999772e-05 -1.66200866389681e-05 -1.68073084117021e-05 0
"1958" "who.ll" "1" 1.54977988144126e-05 1.41159258500374e-06 -5.09665224599604e-06 0
"1959" "hate" "4" -2.39187825093783e-05 -1.35029193100321e-06 -1.53628765293603e-05 -1.07154143103564e-05
"1960" "circus" "1" -6.83603664892927e-06 -1.4290035861989e-05 -5.39583494869713e-06 1.80531206089231e-05
"1961" "dangerous" "2" -1.1097951701808e-05 -1.78856653254843e-05 -1.46554531286587e-05 -1.14624349160972e-05
"1962" "cat" "4" 5.54069139085044e-06 -1.28058136356e-05 -1.74551313063284e-05 0
"1963" "delta" "1" 7.74528579807258e-06 3.42184188553846e-05 0 0
"1964" "dawn" "1" 7.74514828989167e-06 3.42178113487473e-05 0 0
"1965" "spinning" "1" 2.89423791591443e-05 1.18353046850506e-05 -1.53434657032695e-05 0
"1966" "gives" "1" 1.08147444720353e-05 -1.41817057371225e-05 -1.02964065161431e-05 0
"1967" "hell" "3" -7.33285997270681e-06 -1.46126581768286e-05 -6.06961011557799e-06 0
"1968" "adored" "1" 1.36059036151363e-05 3.39716257389301e-06 0 -1.11261830987623e-05
"1969" "taking" "2" -2.10412776295293e-05 -1.30455920918321e-05 -9.94471279928355e-06 -8.10760890396303e-06
"1970" "lamplighter" "1" 1.40735184087837e-05 0 0 -1.11853555573203e-05
"1971" "chattanoogie" "1" 2.33407110600098e-05 0 0 0
"1972" "shoe" "1" -7.09478524710994e-06 -1.15187602284706e-05 0 0
"1973" "shine" "4" 3.17920110654477e-06 -1.13456423595185e-05 -1.71504616263623e-05 0
"1974" "ziggity" "1" -6.54164106797923e-06 3.73440837081195e-06 -1.72896764776056e-05 0
"1975" "harper" "1" 2.5302433193479e-05 2.34564020864818e-05 0 -2.64734146679655e-05
"1976" "pta" "1" -1.97366261833592e-05 -8.49167829982981e-06 1.76279523469134e-06 -6.84912075066985e-06
"1977" "oughta" "1" -4.47600068445436e-06 -1.0944794248991e-05 -1.72310046814531e-05 8.74188266927395e-06
"1978" "chariots" "1" 4.90807293393963e-06 -1.20763356027648e-05 -1.22741067737448e-05 -1.07315955663974e-05
"1979" "wait" "2" 4.19739467654927e-07 0 0 -8.84793038882966e-06
"1980" "virtual" "1" -1.39280480358086e-05 -1.60300404410035e-05 -9.09191589426655e-06 5.26033750058428e-05
"1981" "insanity" "1" -1.39278010320483e-05 -1.60297561599429e-05 -9.09175465577797e-06 5.26024421234032e-05
"1982" "tan" "1" -1.97807133521357e-05 -1.1504672624235e-05 -1.04152769181348e-05 0
"1983" "leaving" "4" -2.56117026283712e-05 -1.6920636128419e-05 2.10146663757199e-06 -1.04835466776679e-05
"1984" "hazard" "1" -1.19934058628881e-05 4.92243843080148e-06 -5.40476101295525e-06 -1.13785786640493e-05
"1985" "ii" "2" -2.52960319159183e-06 -1.69197364933568e-05 -1.4902781734143e-05 -1.1288656741342e-05
"1986" "blinded" "2" -4.18554590702851e-06 2.1733176756323e-06 -1.3488025165816e-05 0
"1987" "shannon" "1" 7.27520637239238e-07 2.2558513778261e-05 -1.25244882410752e-05 0
